[ OK ] Successfully loaded boot info at addr: 0x28c218
[ OK ] Kernel Init Done, Entered Rust 64-Bit Mode
[ OK ] Identified kernel at start: 0x100000 end: 0x28c218
[ OK ] Identified multiboot info at start: 0x28c218 end: 0x28c930
[ OK ] Memory end: 0x100000000
Mapping slot number 314, address: 0x6BCF0013A000, to frame number: 968, physaddr: 0x3C8000
Mapping slot number 315, address: 0x6BCF0013B000, to frame number: 969, physaddr: 0x3C9000
Mapping slot number 316, address: 0x6BCF0013C000, to frame number: 970, physaddr: 0x3CA000
Mapping slot number 317, address: 0x6BCF0013D000, to frame number: 971, physaddr: 0x3CB000
Mapping slot number 318, address: 0x6BCF0013E000, to frame number: 972, physaddr: 0x3CC000
Mapping slot number 319, address: 0x6BCF0013F000, to frame number: 973, physaddr: 0x3CD000
Mapping slot number 320, address: 0x6BCF00140000, to frame number: 974, physaddr: 0x3CE000
Mapping slot number 321, address: 0x6BCF00141000, to frame number: 975, physaddr: 0x3CF000
Mapping slot number 322, address: 0x6BCF00142000, to frame number: 976, physaddr: 0x3D0000
Mapping slot number 323, address: 0x6BCF00143000, to frame number: 977, physaddr: 0x3D1000
Mapping slot number 324, address: 0x6BCF00144000, to frame number: 978, physaddr: 0x3D2000
Mapping slot number 325, address: 0x6BCF00145000, to frame number: 979, physaddr: 0x3D3000
Mapping slot number 326, address: 0x6BCF00146000, to frame number: 980, physaddr: 0x3D4000
Mapping slot number 327, address: 0x6BCF00147000, to frame number: 981, physaddr: 0x3D5000
Mapping slot number 328, address: 0x6BCF00148000, to frame number: 982, physaddr: 0x3D6000
Mapping slot number 329, address: 0x6BCF00149000, to frame number: 983, physaddr: 0x3D7000
Mapping slot number 330, address: 0x6BCF0014A000, to frame number: 984, physaddr: 0x3D8000
Mapping slot number 331, address: 0x6BCF0014B000, to frame number: 985, physaddr: 0x3D9000
Mapping slot number 332, address: 0x6BCF0014C000, to frame number: 986, physaddr: 0x3DA000
Mapping slot number 333, address: 0x6BCF0014D000, to frame number: 987, physaddr: 0x3DB000
Mapping slot number 334, address: 0x6BCF0014E000, to frame number: 988, physaddr: 0x3DC000
Mapping slot number 335, address: 0x6BCF0014F000, to frame number: 989, physaddr: 0x3DD000
Mapping slot number 336, address: 0x6BCF00150000, to frame number: 990, physaddr: 0x3DE000
Mapping slot number 337, address: 0x6BCF00151000, to frame number: 991, physaddr: 0x3DF000
Mapping slot number 338, address: 0x6BCF00152000, to frame number: 992, physaddr: 0x3E0000
Mapping slot number 339, address: 0x6BCF00153000, to frame number: 993, physaddr: 0x3E1000
Mapping slot number 340, address: 0x6BCF00154000, to frame number: 994, physaddr: 0x3E2000
Mapping slot number 341, address: 0x6BCF00155000, to frame number: 995, physaddr: 0x3E3000
Mapping slot number 342, address: 0x6BCF00156000, to frame number: 996, physaddr: 0x3E4000
Mapping slot number 343, address: 0x6BCF00157000, to frame number: 997, physaddr: 0x3E5000
Mapping slot number 344, address: 0x6BCF00158000, to frame number: 998, physaddr: 0x3E6000
Mapping slot number 345, address: 0x6BCF00159000, to frame number: 999, physaddr: 0x3E7000
Mapping slot number 346, address: 0x6BCF0015A000, to frame number: 1000, physaddr: 0x3E8000
Mapping slot number 347, address: 0x6BCF0015B000, to frame number: 1001, physaddr: 0x3E9000
Mapping slot number 348, address: 0x6BCF0015C000, to frame number: 1002, physaddr: 0x3EA000
Mapping slot number 349, address: 0x6BCF0015D000, to frame number: 1003, physaddr: 0x3EB000
Mapping slot number 350, address: 0x6BCF0015E000, to frame number: 1004, physaddr: 0x3EC000
Mapping slot number 351, address: 0x6BCF0015F000, to frame number: 1005, physaddr: 0x3ED000
Mapping slot number 352, address: 0x6BCF00160000, to frame number: 1006, physaddr: 0x3EE000
Mapping slot number 353, address: 0x6BCF00161000, to frame number: 1007, physaddr: 0x3EF000
Mapping slot number 354, address: 0x6BCF00162000, to frame number: 1008, physaddr: 0x3F0000
Mapping slot number 355, address: 0x6BCF00163000, to frame number: 1009, physaddr: 0x3F1000
Mapping slot number 356, address: 0x6BCF00164000, to frame number: 1010, physaddr: 0x3F2000
Mapping slot number 357, address: 0x6BCF00165000, to frame number: 1011, physaddr: 0x3F3000
Mapping slot number 358, address: 0x6BCF00166000, to frame number: 1012, physaddr: 0x3F4000
Mapping slot number 359, address: 0x6BCF00167000, to frame number: 1013, physaddr: 0x3F5000
Mapping slot number 360, address: 0x6BCF00168000, to frame number: 1014, physaddr: 0x3F6000
Mapping slot number 361, address: 0x6BCF00169000, to frame number: 1015, physaddr: 0x3F7000
Mapping slot number 362, address: 0x6BCF0016A000, to frame number: 1016, physaddr: 0x3F8000
Mapping slot number 363, address: 0x6BCF0016B000, to frame number: 1017, physaddr: 0x3F9000
Mapping slot number 364, address: 0x6BCF0016C000, to frame number: 1018, physaddr: 0x3FA000
Mapping slot number 365, address: 0x6BCF0016D000, to frame number: 1019, physaddr: 0x3FB000
Mapping slot number 366, address: 0x6BCF0016E000, to frame number: 1020, physaddr: 0x3FC000
Mapping slot number 367, address: 0x6BCF0016F000, to frame number: 1021, physaddr: 0x3FD000
Mapping slot number 368, address: 0x6BCF00170000, to frame number: 1022, physaddr: 0x3FE000
Mapping slot number 369, address: 0x6BCF00171000, to frame number: 1023, physaddr: 0x3FF000
Mapping slot number 370, address: 0x6BCF00172000, to frame number: 1024, physaddr: 0x400000
Mapping slot number 371, address: 0x6BCF00173000, to frame number: 1025, physaddr: 0x401000
Mapping slot number 372, address: 0x6BCF00174000, to frame number: 1026, physaddr: 0x402000
Mapping slot number 373, address: 0x6BCF00175000, to frame number: 1027, physaddr: 0x403000
Mapping slot number 374, address: 0x6BCF00176000, to frame number: 1028, physaddr: 0x404000
Mapping slot number 375, address: 0x6BCF00177000, to frame number: 1029, physaddr: 0x405000
Mapping slot number 376, address: 0x6BCF00178000, to frame number: 1030, physaddr: 0x406000
Mapping slot number 377, address: 0x6BCF00179000, to frame number: 1031, physaddr: 0x407000
Mapping slot number 378, address: 0x6BCF0017A000, to frame number: 1032, physaddr: 0x408000
Mapping slot number 379, address: 0x6BCF0017B000, to frame number: 1033, physaddr: 0x409000
Mapping slot number 380, address: 0x6BCF0017C000, to frame number: 1034, physaddr: 0x40A000
Mapping slot number 381, address: 0x6BCF0017D000, to frame number: 1035, physaddr: 0x40B000
Mapping slot number 382, address: 0x6BCF0017E000, to frame number: 1036, physaddr: 0x40C000
Mapping slot number 383, address: 0x6BCF0017F000, to frame number: 1037, physaddr: 0x40D000
Mapping slot number 384, address: 0x6BCF00180000, to frame number: 1038, physaddr: 0x40E000
Mapping slot number 385, address: 0x6BCF00181000, to frame number: 1039, physaddr: 0x40F000
Mapping slot number 386, address: 0x6BCF00182000, to frame number: 1040, physaddr: 0x410000
Mapping slot number 387, address: 0x6BCF00183000, to frame number: 1041, physaddr: 0x411000
Mapping slot number 388, address: 0x6BCF00184000, to frame number: 1042, physaddr: 0x412000
Mapping slot number 389, address: 0x6BCF00185000, to frame number: 1043, physaddr: 0x413000
Mapping slot number 390, address: 0x6BCF00186000, to frame number: 1044, physaddr: 0x414000
Mapping slot number 391, address: 0x6BCF00187000, to frame number: 1045, physaddr: 0x415000
Mapping slot number 392, address: 0x6BCF00188000, to frame number: 1046, physaddr: 0x416000
Mapping slot number 393, address: 0x6BCF00189000, to frame number: 1047, physaddr: 0x417000
Mapping slot number 394, address: 0x6BCF0018A000, to frame number: 1048, physaddr: 0x418000
Mapping slot number 395, address: 0x6BCF0018B000, to frame number: 1049, physaddr: 0x419000
Mapping slot number 396, address: 0x6BCF0018C000, to frame number: 1050, physaddr: 0x41A000
Mapping slot number 397, address: 0x6BCF0018D000, to frame number: 1051, physaddr: 0x41B000
Mapping slot number 398, address: 0x6BCF0018E000, to frame number: 1052, physaddr: 0x41C000
Mapping slot number 399, address: 0x6BCF0018F000, to frame number: 1053, physaddr: 0x41D000
Mapping slot number 400, address: 0x6BCF00190000, to frame number: 1054, physaddr: 0x41E000
Mapping slot number 401, address: 0x6BCF00191000, to frame number: 1055, physaddr: 0x41F000
Mapping slot number 402, address: 0x6BCF00192000, to frame number: 1056, physaddr: 0x420000
Mapping slot number 403, address: 0x6BCF00193000, to frame number: 1057, physaddr: 0x421000
Mapping slot number 404, address: 0x6BCF00194000, to frame number: 1058, physaddr: 0x422000
Mapping slot number 405, address: 0x6BCF00195000, to frame number: 1059, physaddr: 0x423000
Mapping slot number 406, address: 0x6BCF00196000, to frame number: 1060, physaddr: 0x424000
Mapping slot number 407, address: 0x6BCF00197000, to frame number: 1061, physaddr: 0x425000
Mapping slot number 408, address: 0x6BCF00198000, to frame number: 1062, physaddr: 0x426000
Mapping slot number 409, address: 0x6BCF00199000, to frame number: 1063, physaddr: 0x427000
Mapping slot number 410, address: 0x6BCF0019A000, to frame number: 1064, physaddr: 0x428000
Mapping slot number 411, address: 0x6BCF0019B000, to frame number: 1065, physaddr: 0x429000
Mapping slot number 412, address: 0x6BCF0019C000, to frame number: 1066, physaddr: 0x42A000
Mapping slot number 413, address: 0x6BCF0019D000, to frame number: 1067, physaddr: 0x42B000
Mapping slot number 414, address: 0x6BCF0019E000, to frame number: 1068, physaddr: 0x42C000
Mapping slot number 415, address: 0x6BCF0019F000, to frame number: 1069, physaddr: 0x42D000
Mapping slot number 416, address: 0x6BCF001A0000, to frame number: 1070, physaddr: 0x42E000
Mapping slot number 417, address: 0x6BCF001A1000, to frame number: 1071, physaddr: 0x42F000
Mapping slot number 418, address: 0x6BCF001A2000, to frame number: 1072, physaddr: 0x430000
Mapping slot number 419, address: 0x6BCF001A3000, to frame number: 1073, physaddr: 0x431000
Mapping slot number 420, address: 0x6BCF001A4000, to frame number: 1074, physaddr: 0x432000
Mapping slot number 421, address: 0x6BCF001A5000, to frame number: 1075, physaddr: 0x433000
Mapping slot number 422, address: 0x6BCF001A6000, to frame number: 1076, physaddr: 0x434000
Mapping slot number 423, address: 0x6BCF001A7000, to frame number: 1077, physaddr: 0x435000
Mapping slot number 424, address: 0x6BCF001A8000, to frame number: 1078, physaddr: 0x436000
Mapping slot number 425, address: 0x6BCF001A9000, to frame number: 1079, physaddr: 0x437000
Mapping slot number 426, address: 0x6BCF001AA000, to frame number: 1080, physaddr: 0x438000
Mapping slot number 427, address: 0x6BCF001AB000, to frame number: 1081, physaddr: 0x439000
Mapping slot number 428, address: 0x6BCF001AC000, to frame number: 1082, physaddr: 0x43A000
Mapping slot number 429, address: 0x6BCF001AD000, to frame number: 1083, physaddr: 0x43B000
Mapping slot number 430, address: 0x6BCF001AE000, to frame number: 1084, physaddr: 0x43C000
Mapping slot number 431, address: 0x6BCF001AF000, to frame number: 1085, physaddr: 0x43D000
Mapping slot number 432, address: 0x6BCF001B0000, to frame number: 1086, physaddr: 0x43E000
Mapping slot number 433, address: 0x6BCF001B1000, to frame number: 1087, physaddr: 0x43F000
Mapping slot number 434, address: 0x6BCF001B2000, to frame number: 1088, physaddr: 0x440000
Mapping slot number 435, address: 0x6BCF001B3000, to frame number: 1089, physaddr: 0x441000
Mapping slot number 436, address: 0x6BCF001B4000, to frame number: 1090, physaddr: 0x442000
Mapping slot number 437, address: 0x6BCF001B5000, to frame number: 1091, physaddr: 0x443000
Mapping slot number 438, address: 0x6BCF001B6000, to frame number: 1092, physaddr: 0x444000
Mapping slot number 439, address: 0x6BCF001B7000, to frame number: 1093, physaddr: 0x445000
Mapping slot number 440, address: 0x6BCF001B8000, to frame number: 1094, physaddr: 0x446000
Mapping slot number 441, address: 0x6BCF001B9000, to frame number: 1095, physaddr: 0x447000
Mapping slot number 442, address: 0x6BCF001BA000, to frame number: 1096, physaddr: 0x448000
Mapping slot number 443, address: 0x6BCF001BB000, to frame number: 1097, physaddr: 0x449000
Mapping slot number 444, address: 0x6BCF001BC000, to frame number: 1098, physaddr: 0x44A000
Mapping slot number 445, address: 0x6BCF001BD000, to frame number: 1099, physaddr: 0x44B000
Mapping slot number 446, address: 0x6BCF001BE000, to frame number: 1100, physaddr: 0x44C000
Mapping slot number 447, address: 0x6BCF001BF000, to frame number: 1101, physaddr: 0x44D000
Mapping slot number 448, address: 0x6BCF001C0000, to frame number: 1102, physaddr: 0x44E000
Mapping slot number 449, address: 0x6BCF001C1000, to frame number: 1103, physaddr: 0x44F000
Mapping slot number 450, address: 0x6BCF001C2000, to frame number: 1104, physaddr: 0x450000
Mapping slot number 451, address: 0x6BCF001C3000, to frame number: 1105, physaddr: 0x451000
Mapping slot number 452, address: 0x6BCF001C4000, to frame number: 1106, physaddr: 0x452000
Mapping slot number 453, address: 0x6BCF001C5000, to frame number: 1107, physaddr: 0x453000
Mapping slot number 454, address: 0x6BCF001C6000, to frame number: 1108, physaddr: 0x454000
Mapping slot number 455, address: 0x6BCF001C7000, to frame number: 1109, physaddr: 0x455000
Mapping slot number 456, address: 0x6BCF001C8000, to frame number: 1110, physaddr: 0x456000
Mapping slot number 457, address: 0x6BCF001C9000, to frame number: 1111, physaddr: 0x457000
Mapping slot number 458, address: 0x6BCF001CA000, to frame number: 1112, physaddr: 0x458000
Mapping slot number 459, address: 0x6BCF001CB000, to frame number: 1113, physaddr: 0x459000
Mapping slot number 460, address: 0x6BCF001CC000, to frame number: 1114, physaddr: 0x45A000
Mapping slot number 461, address: 0x6BCF001CD000, to frame number: 1115, physaddr: 0x45B000
Mapping slot number 462, address: 0x6BCF001CE000, to frame number: 1116, physaddr: 0x45C000
Mapping slot number 463, address: 0x6BCF001CF000, to frame number: 1117, physaddr: 0x45D000
Mapping slot number 464, address: 0x6BCF001D0000, to frame number: 1118, physaddr: 0x45E000
Mapping slot number 465, address: 0x6BCF001D1000, to frame number: 1119, physaddr: 0x45F000
Mapping slot number 466, address: 0x6BCF001D2000, to frame number: 1120, physaddr: 0x460000
Mapping slot number 467, address: 0x6BCF001D3000, to frame number: 1121, physaddr: 0x461000
Mapping slot number 468, address: 0x6BCF001D4000, to frame number: 1122, physaddr: 0x462000
Mapping slot number 469, address: 0x6BCF001D5000, to frame number: 1123, physaddr: 0x463000
Mapping slot number 470, address: 0x6BCF001D6000, to frame number: 1124, physaddr: 0x464000
Mapping slot number 471, address: 0x6BCF001D7000, to frame number: 1125, physaddr: 0x465000
Mapping slot number 472, address: 0x6BCF001D8000, to frame number: 1126, physaddr: 0x466000
Mapping slot number 473, address: 0x6BCF001D9000, to frame number: 1127, physaddr: 0x467000
Mapping slot number 474, address: 0x6BCF001DA000, to frame number: 1128, physaddr: 0x468000
Mapping slot number 475, address: 0x6BCF001DB000, to frame number: 1129, physaddr: 0x469000
Mapping slot number 476, address: 0x6BCF001DC000, to frame number: 1130, physaddr: 0x46A000
Mapping slot number 477, address: 0x6BCF001DD000, to frame number: 1131, physaddr: 0x46B000
Mapping slot number 478, address: 0x6BCF001DE000, to frame number: 1132, physaddr: 0x46C000
Mapping slot number 479, address: 0x6BCF001DF000, to frame number: 1133, physaddr: 0x46D000
Mapping slot number 480, address: 0x6BCF001E0000, to frame number: 1134, physaddr: 0x46E000
Mapping slot number 481, address: 0x6BCF001E1000, to frame number: 1135, physaddr: 0x46F000
Mapping slot number 482, address: 0x6BCF001E2000, to frame number: 1136, physaddr: 0x470000
Mapping slot number 483, address: 0x6BCF001E3000, to frame number: 1137, physaddr: 0x471000
Mapping slot number 484, address: 0x6BCF001E4000, to frame number: 1138, physaddr: 0x472000
Mapping slot number 485, address: 0x6BCF001E5000, to frame number: 1139, physaddr: 0x473000
Mapping slot number 486, address: 0x6BCF001E6000, to frame number: 1140, physaddr: 0x474000
Mapping slot number 487, address: 0x6BCF001E7000, to frame number: 1141, physaddr: 0x475000
Mapping slot number 488, address: 0x6BCF001E8000, to frame number: 1142, physaddr: 0x476000
Mapping slot number 489, address: 0x6BCF001E9000, to frame number: 1143, physaddr: 0x477000
Mapping slot number 490, address: 0x6BCF001EA000, to frame number: 1144, physaddr: 0x478000
Mapping slot number 491, address: 0x6BCF001EB000, to frame number: 1145, physaddr: 0x479000
Mapping slot number 492, address: 0x6BCF001EC000, to frame number: 1146, physaddr: 0x47A000
Mapping slot number 493, address: 0x6BCF001ED000, to frame number: 1147, physaddr: 0x47B000
Mapping slot number 494, address: 0x6BCF001EE000, to frame number: 1148, physaddr: 0x47C000
Mapping slot number 495, address: 0x6BCF001EF000, to frame number: 1149, physaddr: 0x47D000
Mapping slot number 496, address: 0x6BCF001F0000, to frame number: 1150, physaddr: 0x47E000
Mapping slot number 497, address: 0x6BCF001F1000, to frame number: 1151, physaddr: 0x47F000
Mapping slot number 498, address: 0x6BCF001F2000, to frame number: 1152, physaddr: 0x480000
Mapping slot number 499, address: 0x6BCF001F3000, to frame number: 1153, physaddr: 0x481000
Mapping slot number 500, address: 0x6BCF001F4000, to frame number: 1154, physaddr: 0x482000
Mapping slot number 501, address: 0x6BCF001F5000, to frame number: 1155, physaddr: 0x483000
Mapping slot number 502, address: 0x6BCF001F6000, to frame number: 1156, physaddr: 0x484000
Mapping slot number 503, address: 0x6BCF001F7000, to frame number: 1157, physaddr: 0x485000
Mapping slot number 504, address: 0x6BCF001F8000, to frame number: 1158, physaddr: 0x486000
Mapping slot number 505, address: 0x6BCF001F9000, to frame number: 1159, physaddr: 0x487000
Mapping slot number 506, address: 0x6BCF001FA000, to frame number: 1160, physaddr: 0x488000
Mapping slot number 507, address: 0x6BCF001FB000, to frame number: 1161, physaddr: 0x489000
Mapping slot number 508, address: 0x6BCF001FC000, to frame number: 1162, physaddr: 0x48A000
Mapping slot number 509, address: 0x6BCF001FD000, to frame number: 1163, physaddr: 0x48B000
Mapping slot number 510, address: 0x6BCF001FE000, to frame number: 1164, physaddr: 0x48C000
Mapping slot number 511, address: 0x6BCF001FF000, to frame number: 1165, physaddr: 0x48D000
Value as physical 0x28C9E0: 0x0
[ MEM ] Created temporary mapping at address: 0x6BCF00004000
Value at (0x6BCF001FF9E0): 0xABC
Value at (0x48D9E0): 0xABC
Value as VA 0x6BCF000019E0: 0x290023
Value as PA 0x28F9E0: 0x290023
entry value: 0x28F023
entry value: 0x290023
entry value: 0x291023
va: 0x6BCF00000000, pa: 0x28E000
